brand,model,year,color,fuel_type,door,gear,motor,body_type,kilometers,currency,price,car_age,price_segment,km_category,sku_id
Volkswagen,Vento,2018,Blanco,Nafta,4.0,Manual,2.0,Sedán,44000,pesos,8500000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1324
Volkswagen,Golf,2016,Blanco,Nafta,5.0,Automática,2.0,Hatchback,41100,dólares,33999,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1325
Bmw,Serie 3,2009,Gris,Nafta,2.0,Manual,2.5,Coupé,79700,pesos,5480000,16,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1326
Citroën,C4 Lounge,2018,Blanco,Diésel,4.0,Manual,1.6,Sedán,48000,pesos,4400000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1327
Volkswagen,Amarok,2018,Plateado,Diésel,4.0,Automática,2.0,Pick-Up,50000,pesos,8250000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1328
Volkswagen,Sharan,2014,Desconocido,Nafta,5.0,Automática,2.0,Monovolumen,66000,pesos,7500000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1329
Volkswagen,Vento,2015,Blanco,Nafta,4.0,Automática,2.5,Sedán,98000,pesos,5800000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1330
Citroën,Ds3,2012,Desconocido,Nafta,3.0,Manual,1.6,Hatchback,95000,pesos,2750000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1331
Chevrolet,Prisma,2013,Celeste,Nafta,4.0,Manual,1.4,Sedán,64000,pesos,2700000,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1332
Mercedes-Benz,Sprinter,2018,Blanco,Diésel,2.0,Manual,2.1,Minivan,242000,pesos,9250000,7,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1333
Renault,Fluence,2013,Dorado,Nafta,4.0,Manual,1.6,Sedán,45000,pesos,2440000,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1334
Renault,Clio,2016,Gris,Nafta,5.0,Manual,1.2,Hatchback,89100,pesos,2189900,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1335
Toyota,Etios,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,85400,pesos,2977000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1336
Volkswagen,Polo,2021,Blanco,Nafta,5.0,Automática,1.4,Hatchback,10900,dólares,26990,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1337
Ford,Ranger,2007,Blanco,Diésel,2.0,Manual,3.0,Pick-Up,178000,pesos,3150000,18,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1338
Volkswagen,Gol Trend,2016,Blanco,Nafta,5.0,Manual,1.6,Hatchback,96133,pesos,3000000,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1339
Citroën,C4 Lounge,2016,Gris,Nafta,4.0,Automática,1.6,Sedán,76916,pesos,3000000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1340
Fiat,Toro,2017,Plateado,Diésel,4.0,Automática,2.0,Pick-Up,108933,pesos,6000000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1341
Chery,Tiggo 3,2017,Gris,Nafta,5.0,Manual,1.6,Suv,71239,pesos,3300000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1342
Renault,Fluence,2016,Blanco,Nafta,4.0,Manual,1.6,Sedán,98700,pesos,2600000,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1343
Citroën,Jumpy,2022,Desconocido,Diésel,3.0,Manual,1.6,Furgón,1000,pesos,8700000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1344
Ford,Ka,2018,Rojo,Nafta,5.0,Manual,1.5,Hatchback,37000,pesos,3280000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1345
Renault,Kangoo,2021,Gris,Nafta,3.0,Manual,1.6,Furgón,23000,pesos,4690000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1346
Suzuki,Swift,2009,Gris,Nafta,5.0,Manual,1.5,Hatchback,190000,pesos,1895000,16,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1347
Ford,Focus Iii,2017,Blanco,Nafta,5.0,Automática,2.0,Hatchback,44500,pesos,4350000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1348
Toyota,Hilux,2021,Gris,Diésel,4.0,Automática,2.8,Pick-Up,28000,pesos,11200000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1349
Volkswagen,Taos,2022,Gris,Nafta,5.0,Automática,1.4,Suv,1011,pesos,11890000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1350
Renault,Sandero,2020,Gris,Nafta,5.0,Manual,1.6,Hatchback,22000,pesos,4200000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1351
Hyundai,Creta,2019,Blanco,Nafta,5.0,Automática,1.6,Suv,55000,pesos,5890000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1352
Ford,Focus Iii,2018,Blanco,Nafta,4.0,Manual,1.6,Sedán,46000,pesos,4200000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1353
Dodge,Journey,2018,Negro,Nafta,5.0,Manual,3.6,Suv,60000,pesos,8990000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1354
Bmw,Serie 1,2008,Gris,Nafta,5.0,Manual,1.6,Hatchback,121000,pesos,3000000,17,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1355
Ram,1500,2022,Blanco,Nafta,4.0,Automática,5.7,Pick-Up,4700,dólares,77500,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1356
Renault,Captur,2018,Naranja,Nafta,5.0,Manual,2.0,Suv,61000,pesos,4690000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1357
Volkswagen,Golf,2019,Blanco,Nafta,5.0,Automática,2.0,Hatchback,58000,pesos,11195000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1358
Jeep,Renegade,2018,Azul,Nafta,5.0,Automática,1.8,Suv,62000,pesos,5990000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1359
Volkswagen,Amarok,2015,Blanco,Diésel,4.0,Manual,2.0,Pick-Up,115000,pesos,5450500,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1360
Ford,F-100,1997,Gris,Diésel,2.0,Manual,2.5,Pick-Up,335000,dólares,16300,28,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1361
Honda,Fit,2019,Blanco,Nafta,5.0,Automática,1.5,Hatchback,28000,pesos,6190000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1362
Hyundai,Santa Fe,2017,Gris,Nafta,5.0,Automática,2.4,Suv,90000,pesos,7890000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1363
Jeep,Compass,2020,Gris,Nafta,5.0,Manual,2.4,Suv,6000,pesos,9590000,5,Cotizacion en Pesos (Verificar),Nuevo (<20k),1364
Toyota,Corolla,2022,Blanco,Híbrido/Nafta,4.0,Automática,1.8,Sedán,1111,dólares,36990,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1365
Ford,Territory,2022,Dorado,Nafta,5.0,Automática,1.5,Suv,1000,pesos,10400000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1366
Renault,Clio,2012,Negro,Nafta,5.0,Manual,1.2,Hatchback,122000,pesos,1950000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1367
Volkswagen,Amarok,2022,Blanco,Diésel,4.0,Automática,3.0,Pick-Up,500,pesos,14299000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1368
Fiat,500X,2019,Gris,Nafta,5.0,Automática,1.4,Suv,60900,dólares,26500,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1369
Renault,Captur,2019,Blanco,Nafta,5.0,Automática,1.6,Suv,73000,pesos,4990000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1370
Kia,Cerato,2020,Blanco,Nafta,4.0,Automática,2.0,Sedán,86000,pesos,5990000,5,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1371
Peugeot,208,2015,Blanco,Nafta,5.0,Manual,1.5,Hatchback,71000,pesos,2689000,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1372
Renault,Kangoo,2011,Gris,Nafta,4.0,Automática,1.6,Monovolumen,39000,pesos,2700000,14,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1373
Kia,Soul,2016,Azul,Nafta,5.0,Automática,1.6,Suv,126000,dólares,13900,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1374
Volkswagen,Amarok,2014,Gris,Diésel,4.0,Automática,2.0,Pick-Up,125000,pesos,7040000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1375
Volkswagen,Voyage,2017,Gris,Nafta,4.0,Manual,1.6,Sedán,83000,pesos,3400000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1376
Chevrolet,Prisma,2015,Blanco,Nafta,4.0,Manual,1.4,Sedán,126000,pesos,2900000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1377
Chevrolet,Sonic,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,102000,pesos,2500000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1378
Volkswagen,Bora,2011,Negro,Nafta,4.0,Manual,2.0,Sedán,168200,pesos,2090000,14,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1379
Chevrolet,Tracker,2017,Plateado,Nafta,5.0,Automática,1.8,Suv,45100,pesos,4700000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1380
Ford,Ranger Raptor,2022,Blanco,Diésel,4.0,Automática,2.0,Pick-Up,1111,dólares,65900,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1381
Ram,1500,2022,Blanco,Nafta,4.0,Automática,5.7,Pick-Up,4700,dólares,77490,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1382
Ford,Focus Iii,2017,Gris,Nafta,5.0,Automática,2.0,Hatchback,75000,dólares,16500,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1383
Volkswagen,Suran Cross,2014,Desconocido,Nafta,5.0,Manual,1.6,Monovolumen,120000,pesos,2990000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1384
Peugeot,308,2012,Blanco,Nafta,5.0,Manual,1.6,Hatchback,136000,pesos,2850000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1385
Peugeot,2008,2019,Blanco,Nafta,5.0,Manual,1.6,Suv,29530,pesos,5050000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1386
Chevrolet,Onix,2018,Gris,Nafta,5.0,Manual,1.4,Hatchback,28300,pesos,3800000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1387
Honda,Hr-V,2018,Gris,Nafta,5.0,Automática,1.8,Suv,99700,pesos,6700000,7,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1388
Volkswagen,T-Cross,2019,Rojo,Nafta,5.0,Manual,1.6,Suv,69100,pesos,4989900,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1389
Volkswagen,T-Cross,2019,Gris,Nafta,5.0,Manual,1.6,Suv,30000,pesos,6290000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1390
Volkswagen,Amarok,2018,Azul,Diésel,4.0,Manual,2.0,Pick-Up,99100,pesos,7789900,7,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1391
Mercedes-Benz,Clase A,2017,Plateado,Nafta,5.0,Manual,1.6,Hatchback,59000,dólares,31000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1392
Chevrolet,S10,2016,Blanco,Diésel,4.0,Manual,2.8,Pick-Up,143000,pesos,5890000,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1393
Volkswagen,Amarok,2018,Blanco,Diésel,4.0,Manual,2.0,Pick-Up,79000,pesos,7889900,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1394
Hyundai,Tucson,2011,Gris,Nafta,5.0,Manual,2.0,Suv,137000,pesos,3489900,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1395
Bmw,Serie 2,2021,Azul,Nafta,2.0,Automática,2.0,Coupé,4100,dólares,79000,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1396
Mercedes-Benz,Clase A,2017,Blanco,Nafta,5.0,Automática,2.0,Hatchback,12000,dólares,46999,8,Cotizacion en Pesos (Verificar),Nuevo (<20k),1397
Fiat,Toro,2017,Plateado,Diésel,4.0,Manual,2.0,Pick-Up,65000,pesos,4490000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1398
Toyota,Corolla,2019,Blanco,Nafta,4.0,Automática,1.8,Sedán,31000,pesos,6200000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1399
Ford,F-150,2020,Blanco,Diésel,4.0,Automática,2.0,Pick-Up,52900,dólares,128000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1400
Bmw,Serie 2,2021,Azul,Nafta,2.0,Automática,3.0,Coupé,2500,dólares,90000,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1401
Audi,S3,2018,Azul,Nafta,3.0,Automática,2.0,Hatchback,25500,dólares,68000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1402
Audi,R8 Coupé,2011,Blanco,Nafta,2.0,Automática,5.2,Coupé,19200,dólares,235000,14,Cotizacion en Pesos (Verificar),Nuevo (<20k),1403
Citroën,C4 Lounge,2016,Blanco,Nafta,4.0,Automática,1.6,Sedán,100000,pesos,3280000,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1404
Honda,Hr-V,2020,Blanco,Nafta,5.0,Automática,1.8,Suv,20000,dólares,30000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1405
Toyota,Corolla,2019,Blanco,Nafta,4.0,Automática,1.8,Sedán,31000,pesos,6199999,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1406
Volkswagen,Vento,2014,Gris,Nafta,4.0,Automática,2.0,Sedán,119000,dólares,15000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1407
Chevrolet,Tracker,2017,Blanco,Nafta,5.0,Manual,1.8,Suv,47000,pesos,4739600,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1408
Ford,Focus Iii,2019,Blanco,Nafta/Gnc,4.0,Manual,1.6,Sedán,57000,pesos,4150000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1409
Renault,Sandero,2017,Blanco,Nafta,5.0,Manual,1.6,Hatchback,120000,pesos,2550000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1410
Volkswagen,Gol Trend,2016,Gris,Nafta,5.0,Manual,1.6,Hatchback,82000,pesos,2800000,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1411
Chevrolet,Onix,2015,Gris,Nafta,5.0,Automática,1.4,Hatchback,67000,pesos,3150000,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1412
Bmw,Serie 3,2008,Negro,Nafta,2.0,Manual,3.0,Coupé,91400,dólares,24800,17,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1413
Volkswagen,Gol,2014,Gris,Nafta,5.0,Manual,1.4,Hatchback,43000,pesos,2050000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1414
Honda,Cr-V,2016,Negro,Nafta,5.0,Automática,2.4,Suv,62000,dólares,34900,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1415
Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,Suv,48500,pesos,10900000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1416
Chevrolet,Meriva,2012,Gris,Nafta/Gnc,5.0,Manual,1.8,Monovolumen,98000,pesos,2050000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1417
Jeep,Compass,2019,Blanco,Nafta,5.0,Automática,2.4,Suv,36000,pesos,8300000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1418
Chevrolet,Onix,2016,Rojo,Nafta,5.0,Manual,1.4,Hatchback,60000,pesos,3189900,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1419
Jeep,Compass,2019,Blanco,Nafta,5.0,Manual,2.4,Suv,36000,pesos,8300000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1420
Chevrolet,Corsa,2008,Plateado,Nafta,3.0,Manual,1.6,Hatchback,150000,pesos,1200000,17,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1421
Ford,Territory,2022,Blanco,Nafta,5.0,Automática,1.5,Suv,1000,pesos,11400000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1422
Peugeot,308,2014,Gris,Nafta,5.0,Automática,1.6,Hatchback,118000,pesos,3600000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1423
Citroën,C4 Cactus,2018,Negro,Nafta,5.0,Automática,1.2,Suv,39600,pesos,4700000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1424
Chevrolet,Prisma,2016,Negro,Nafta,4.0,Manual,1.4,Sedán,70943,pesos,2800000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1425
Renault,Captur,2017,Blanco,Nafta,5.0,Automática,2.0,Suv,42800,pesos,4600000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1426
Citroën,Berlingo,2015,Gris,Diésel,5.0,Manual,1.6,Monovolumen,134545,pesos,3800000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1427
Mini,Cooper Countryman,2014,Azul,Nafta,5.0,Automática,1.6,Hatchback,119000,dólares,19500,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1428
Ford,Ranger,2020,Blanco,Diésel,4.0,Manual,2.2,Pick-Up,127000,pesos,6646000,5,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1429
Chevrolet,Prisma,2019,Negro,Nafta/Gnc,4.0,Manual,1.4,Sedán,83000,pesos,3355000,6,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1430
Ford,Ka,2016,Rojo,Nafta,5.0,Manual,1.5,Hatchback,61000,pesos,2800000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1431
Volkswagen,Vento,2018,Gris,Nafta,4.0,Manual,2.0,Sedán,120000,pesos,7100000,7,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1432
Chevrolet,Celta,2014,Negro,Nafta/Gnc,5.0,Manual,1.4,Hatchback,69000,pesos,2165000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1433
Volkswagen,Tiguan,2012,Gris,Nafta,5.0,Automática,2.0,Suv,148000,pesos,4890000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1434
Toyota,Sw4,2016,Blanco,Diésel,5.0,Automática,2.8,Suv,73000,dólares,41990,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1435
Ram,1500,2017,Gris,Nafta,4.0,Automática,5.7,Pick-Up,79100,pesos,11989900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1436
Volvo,C30,2008,Negro,Nafta,5.0,Manual,2.0,Hatchback,173000,dólares,8900,17,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1437
Ds,Ds3 Crossback,2021,Azul,Nafta,5.0,Automática,1.2,Hatchback,15100,pesos,10359900,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1438
Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,Suv,48750,pesos,10900000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1439
Volvo,960,1995,Gris,Nafta,5.0,Manual,3.0,Rural,125000,dólares,10000,30,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1440
Ds,Ds3 Crossback,2021,Verde,Nafta,5.0,Automática,1.2,Hatchback,15000,pesos,10359900,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1441
Volkswagen,Amarok,2016,Azul,Diésel,4.0,Manual,2.0,Pick-Up,215000,dólares,23000,9,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1442
Ford,Ka,2011,Desconocido,Nafta,3.0,Manual,1.6,Hatchback,97000,pesos,1698000,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1443
Volkswagen,Amarok,2016,Negro,Diésel,4.0,Manual,2.0,Pick-Up,135000,pesos,7390000,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1444
Volkswagen,Tiguan,2009,Plateado,Diésel,5.0,Automática,2.0,Suv,170000,dólares,13500,16,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1445
Ford,Territory,2022,Blanco,Nafta,5.0,Automática,1.5,Suv,10897,pesos,9300000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1446
Ford,Ecosport,2017,Gris,Nafta,5.0,Manual,1.6,Suv,74000,pesos,3790000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1447
Volkswagen,T-Cross,2019,Gris,Nafta,5.0,Automática,1.6,Suv,88000,pesos,5890000,6,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1448
Jeep,Patriot,2012,Negro,Nafta,5.0,Manual,2.0,Suv,119000,dólares,15990,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1449
Volkswagen,Nivus,2021,Gris,Nafta,5.0,Automática,1.0,Suv,10000,dólares,24500,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1450
Volkswagen,T-Cross,2019,Violeta,Nafta,5.0,Manual,1.6,Suv,69000,pesos,4989900,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1451
Toyota,Rav4,2017,Gris,Nafta,5.0,Automática,2.5,Suv,83100,pesos,9900000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1452
Toyota,Corolla,2021,Negro,Nafta,4.0,Automática,1.8,Sedán,29120,pesos,7250000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1453
Renault,Duster,2018,Blanco,Nafta/Gnc,5.0,Manual,1.6,Suv,111000,pesos,4100000,7,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1454
Chevrolet,Cruze Ii,2016,Blanco,Nafta,4.0,Manual,1.4,Sedán,63000,pesos,4100000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1455
Jeep,Compass,2022,Plateado,Nafta,5.0,Automática,1.3,Suv,1800,pesos,9900000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1456
Mercedes-Benz,Sprinter,2015,Blanco,Diésel,2.0,Manual,2.1,Furgón,179100,pesos,6589900,10,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1457
Bmw,Serie 3,2008,Gris,Nafta,4.0,Manual,2.0,Sedán,73000,dólares,14500,17,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1458
Renault,Fluence,2011,Gris,Nafta,4.0,Manual,1.6,Sedán,89000,pesos,2400000,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1459
Jeep,Compass,2017,Blanco,Nafta,5.0,Automática,2.4,Suv,41000,dólares,30990,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1460
Audi,R8 Coupé,2020,Azul,Nafta,2.0,Automática,5.2,Coupé,3000,dólares,430000,5,Cotizacion en Pesos (Verificar),Nuevo (<20k),1461
Mitsubishi,Outlander,2012,Negro,Nafta,5.0,Automática,2.4,Suv,168000,dólares,13499,13,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1462
Citroën,Ds4,2012,Gris,Nafta,5.0,Automática,1.6,Hatchback,86000,pesos,3600000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1463
Chevrolet,Prisma,2017,Blanco,Nafta,4.0,Manual,1.4,Sedán,121000,pesos,3350000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1464
Renault,Duster,2013,Gris,Nafta,5.0,Manual,1.6,Suv,106000,pesos,2650000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1465
Renault,Duster Oroch,2019,Blanco,Nafta,5.0,Manual,2.0,Suv,28000,pesos,5350000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1466
Peugeot,504,1996,Desconocido,Diésel,4.0,Manual,2.3,Sedán,99000,pesos,1950000,29,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1467
Toyota,Corolla,2017,Plateado,Nafta,4.0,Automática,1.8,Sedán,55000,pesos,5650000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1468
Citroën,Aircross,2018,Blanco,Nafta,5.0,Automática,1.6,Hatchback,67000,pesos,3600000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1469
Chevrolet,Tracker,2022,Blanco,Nafta,5.0,Manual,1.2,Suv,1400,pesos,6790000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1470
Renault,Logan,2014,Negro,Nafta,4.0,Manual,1.6,Sedán,86000,pesos,1860000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1471
Toyota,Yaris,2019,Blanco,Nafta,4.0,Automática,1.5,Sedán,35000,pesos,4800000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1472
Fiat,Cronos,2021,Gris,Nafta,4.0,Manual,1.3,Sedán,21000,pesos,4190000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1473
Peugeot,2008,2017,Gris,Nafta,5.0,Manual,1.6,Suv,70000,pesos,3400000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1474
Toyota,Hilux,2022,Gris,Diésel,4.0,Automática,2.8,Pick-Up,18000,dólares,39990,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1475
Toyota,Corolla,2013,Plateado,Nafta,4.0,Manual,1.8,Sedán,143000,pesos,2790000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1476
Chevrolet,Tracker,2020,Plateado,Nafta,5.0,Automática,1.2,Suv,37000,pesos,8900000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1477
Citroën,Berlingo,2009,Plateado,Nafta,5.0,Manual,1.4,Furgón,220000,pesos,1990000,16,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1478
Dodge,Journey,2018,Negro,Nafta,5.0,Manual,3.6,Suv,41800,pesos,9100000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1479
Chevrolet,Onix,2016,Plateado,Nafta,5.0,Manual,1.4,Hatchback,58500,pesos,3075000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1480
Ford,Ka,2018,Blanco,Nafta,5.0,Manual,1.5,Hatchback,30000,pesos,3290000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1481
Citroën,C4,2014,Blanco,Nafta,5.0,Automática,2.0,Hatchback,76000,pesos,2390000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1482
Volkswagen,Golf,2018,Blanco,Nafta,5.0,Automática,2.0,Hatchback,15300,dólares,46990,7,Cotizacion en Pesos (Verificar),Nuevo (<20k),1483
Chevrolet,Onix,2016,Plateado,Nafta,5.0,Manual,1.4,Hatchback,68000,pesos,2850000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1484
Renault,Sandero Stepway,2018,Plateado,Nafta/Gnc,5.0,Manual,1.6,Hatchback,52000,pesos,3190000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1485
Jeep,Grand Cherokee,2017,Gris,Nafta,5.0,Automática,6.4,Suv,35000,dólares,90000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1486
